Index,UTC,Lat,Lon,Alt (MSL),Alt (HAE),HDOP,VDOP,SVs Used,Speed,Fix type (GPS) valid,DGPS,Fix type (GPS),SV R27 Doppler (L1OF)
716,19:57:30.000 08/02/2024,41.88668067,-87.65908033,213.000,179.200,4.8,6.4,5,,Yes,Yes,3D,0.00
717,19:57:31.000 08/02/2024,41.88670367,-87.65907367,214.600,180.800,4.8,6.4,5,,Yes,Yes,3D,0.00
718,19:57:32.000 08/02/2024,41.88672017,-87.65906867,217.600,183.800,4.8,6.4,5,,Yes,Yes,3D,0.00
719,19:57:33.000 08/02/2024,41.88672017,-87.65906867,220.000,186.200,4.8,6.4,5,,No,No,3D,0.00
720,19:57:34.000 08/02/2024,41.88673883,-87.65906633,,,100.0,100.0,0,,Yes,Yes,3D,0.00
721,19:57:35.000 08/02/2024,41.88675700,-87.65906883,220.600,186.800,4.8,6.4,5,,Yes,Yes,3D,0.00
722,19:57:36.000 08/02/2024,41.88678833,-87.65906600,220.200,186.400,4.8,6.4,5,,Yes,Yes,3D,0.00
723,19:57:37.000 08/02/2024,41.88678833,-87.65906600,221.900,188.100,4.8,6.4,5,,No,No,3D,0.00
724,19:57:38.000 08/02/2024,41.88682483,-87.65906117,,,100.0,100.0,0,,Yes,Yes,3D,0.00
725,19:57:39.000 08/02/2024,41.88682483,-87.65906117,224.900,191.100,4.8,6.4,5,,No,No,3D,0.00
726,19:57:40.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
727,19:57:41.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
728,19:57:42.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
729,19:57:43.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
730,19:57:44.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
731,19:57:45.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
732,19:57:46.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
733,19:57:47.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
734,19:57:48.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
735,19:57:49.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
736,19:57:50.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
737,19:57:51.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
738,19:57:52.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
739,19:57:53.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
740,19:57:54.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
741,19:57:55.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
742,19:57:56.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
743,19:57:57.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
744,19:57:58.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
745,19:57:59.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
746,19:58:00.000 08/02/2024,41.88709867,-87.65911717,,,2.7,1.0,5,,Yes,Yes,3D,0.00
747,19:58:01.000 08/02/2024,41.88708683,-87.65912117,218.900,185.100,4.8,6.2,6,,Yes,Yes,3D,0.00
748,19:58:02.000 08/02/2024,41.88707267,-87.65912533,215.700,181.900,4.8,6.2,6,,Yes,Yes,3D,0.00
749,19:58:03.000 08/02/2024,41.88706400,-87.65912700,214.400,180.600,4.8,6.2,6,,Yes,Yes,3D,0.00
750,19:58:04.000 08/02/2024,41.88707017,-87.65912333,212.400,178.600,4.8,6.2,6,,Yes,Yes,3D,0.00
751,19:58:05.000 08/02/2024,41.88706667,-87.65912550,213.800,180.000,4.8,6.2,6,,Yes,Yes,3D,0.00
752,19:58:06.000 08/02/2024,41.88705433,-87.65913300,212.700,178.900,4.8,6.2,6,,Yes,No,3D,0.00
753,19:58:07.000 08/02/2024,41.88703600,-87.65912867,212.300,178.500,3.8,5.5,5,,Yes,No,3D,0.00
754,19:58:08.000 08/02/2024,41.88701050,-87.65912850,209.800,176.000,3.8,5.5,5,,Yes,No,3D,0.00
755,19:58:09.000 08/02/2024,41.88700983,-87.65912250,208.100,174.300,3.8,5.5,5,,Yes,No,3D,0.00
756,19:58:10.000 08/02/2024,41.88700150,-87.65911933,209.500,175.700,3.8,5.5,5,,Yes,No,3D,0.00
757,19:58:11.000 08/02/2024,41.88698233,-87.65912617,210.500,176.700,3.8,5.5,5,,Yes,No,3D,0.00
758,19:58:12.000 08/02/2024,41.88696817,-87.65912233,208.800,175.000,3.8,5.5,5,,Yes,No,3D,0.00
759,19:58:13.000 08/02/2024,41.88696667,-87.65911733,208.300,174.500,3.8,5.5,5,,Yes,No,3D,0.00
760,19:58:14.000 08/02/2024,41.88695983,-87.65911867,210.400,176.600,3.8,5.5,5,,Yes,No,3D,0.00
761,19:58:15.000 08/02/2024,41.88695983,-87.65911867,212.000,178.200,3.8,5.5,5,,No,No,3D,0.00
762,19:58:16.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
763,19:58:17.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
764,19:58:18.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
765,19:58:19.000 08/02/2024,41.88694350,-87.65914433,,,100.0,100.0,0,,Yes,Yes,3D,0.00
766,19:58:20.000 08/02/2024,41.88693350,-87.65914017,208.900,175.100,4.9,6.2,6,,Yes,No,3D,0.00
767,19:58:21.000 08/02/2024,41.88694100,-87.65915350,208.100,174.300,3.8,5.4,5,,Yes,Yes,3D,0.00
768,19:58:22.000 08/02/2024,41.88695650,-87.65916383,207.100,173.300,4.9,6.2,6,,Yes,Yes,3D,0.00
769,19:58:23.000 08/02/2024,41.88695650,-87.65916383,204.100,170.300,4.9,6.2,6,,No,No,3D,0.00
770,19:58:24.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
771,19:58:25.000 08/02/2024,41.88691467,-87.65917383,,,100.0,100.0,0,,Yes,Yes,3D,0.00
772,19:58:26.000 08/02/2024,41.88689683,-87.65918117,195.300,161.500,4.2,4.1,6,,Yes,Yes,3D,0.00
773,19:58:27.000 08/02/2024,41.88689683,-87.65918117,193.300,159.500,9.4,4.8,7,,No,No,3D,0.00
774,19:58:28.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
775,19:58:29.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
776,19:58:30.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
777,19:58:31.000 08/02/2024,41.88683383,-87.65919117,,,100.0,100.0,0,,Yes,No,3D,0.00
778,19:58:32.000 08/02/2024,41.88683383,-87.65919117,184.600,150.800,16.4,5.6,5,,No,No,3D,0.00
779,19:58:33.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
780,19:58:34.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
781,19:58:35.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
782,19:58:36.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
783,19:58:37.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
784,19:58:38.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
785,19:58:39.000 08/02/2024,41.88678433,-87.65917617,,,100.0,100.0,0,,Yes,No,3D,0.00
786,19:58:40.000 08/02/2024,41.88676850,-87.65918483,178.100,144.300,8.7,3.7,5,,Yes,Yes,3D,0.00
787,19:58:41.000 08/02/2024,41.88676850,-87.65918483,177.100,143.300,9.3,5.8,6,,No,No,3D,0.00
788,19:58:42.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
789,19:58:43.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
790,19:58:44.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
791,19:58:45.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
792,19:58:46.000 08/02/2024,41.88667467,-87.65920300,,,100.0,100.0,0,,Yes,No,3D,0.00
793,19:58:47.000 08/02/2024,41.88665133,-87.65920083,172.300,138.500,19.5,5.2,5,,Yes,No,3D,0.00
794,19:58:48.000 08/02/2024,41.88665133,-87.65920083,172.200,138.400,19.5,5.2,5,,No,No,3D,0.00
